Срок размещения объявления,Модель машины,Год выпуска,"Пробег, км","Цена машины, ₽",Тип машины,Привод,Тип бензина,Ссылка
5 дней назад,BMW 5 серия 2.0 AT,2020,33 321 ,6149000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2020_33_321_km_3894874644
4 дня назад,BMW 5 серия 2.0 AT,2018,87 256 ,3317000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_87_256_km_3856088513
5 дней назад,BMW X5 3.0 AT,2018,123 994 ,5195700,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2018_123_994_km_3767549486
5 дней назад,BMW 5 серия 3.0 AT,2021,92 609 ,8420000,седан,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_3.0_at_2021_92_609_km_3855747145
1 неделю назад,BMW 3 серия 3.0 AT,2019,49 162 ,3970500,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2019_49_162_km_3643727689
5 дней назад,BMW 7 серия 3.0 AT,2020,65 000 ,7000000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_65_000_km_3782306919
1 неделю назад,BMW X5 3.0 AT,2011,188 397 ,2399000,внедорожник,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_3.0_at_2011_188_397_km_3972294878
2 недели назад,BMW 5 серия 2.0 AT,2011,151 650 ,1800000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2011_151_650_km_3591342121
1 неделю назад,BMW X5 M 4.4 AT,2020,68 150 ,9500000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_m_4.4_at_2020_68_150_km_2757153577
2 недели назад,BMW i4 AT,2023,10 ,7938000,лифтбек,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_10_km_3373661096
3 недели назад,BMW X3 3.0 AT,2014,122 001 ,2799000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2014_122_001_km_3886386345
1 неделю назад,BMW 5 серия 2.0 AT,2016,160 082 ,2560000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2016_160_082_km_3994832026
2 недели назад,BMW 1 серия 2.0 AT,2021,47 000 ,2940000,хетчбэк,передний,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_2.0_at_2021_47_000_km_3857087027
1 день назад,BMW 3 серия GT 2.0 AT,2017,125 196 ,2699000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_125_196_km_3849482298
2 дня назад,BMW X3 2.5 AT,2007,174 527 ,995000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.5_at_2007_174_527_km_3943518183
18 часов назад,BMW 3 серия GT 2.0 AT,2017,120 401 ,2489000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_120_401_km_3900340469
5 дней назад,BMW 4 серия Gran Coupe 2.0 AT,2018,74 135 ,2797000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_74_135_km_4145686324
2 дня назад,BMW 1 серия 1.6 AT,2011,155 000 ,1049000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2011_155_000_km_3822883955
5 дней назад,BMW X5 3.0 AT,2023,50 ,13700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_50_km_3821035923
1 день назад,BMW X6 3.0 AT,2024,18 ,16900000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_18_km_4027141898
2 дня назад,BMW X4 2.0 AT,2023,0,9090000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2023_3552044765
6 дней назад,BMW X6 3.0 AT,2024,50 ,15500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_50_km_4137905668
1 неделю назад,BMW 3 серия 2.0 AT,2015,70 555 ,2670000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2015_70_555_km_3821070573
1 неделю назад,BMW X1 2.0 AT,2018,51 176 ,2700700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2018_51_176_km_3862614536
4 дня назад,BMW 3 серия 1.5 AT,2018,119 050 ,2027000,универсал,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2018_119_050_km_3887914301
6 дней назад,BMW X4 3.0 AT,2021,54 200 ,6499000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2021_54_200_km_3799138421
5 дней назад,BMW X5 3.0 AT,2023,98 ,15800000,внедорожник,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2023_98_km_3952213321
5 дней назад,BMW 3 серия 2.0 AT,2020,59 071 ,3900400,седан,задний,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_59_071_km_3644256220
5 дней назад,BMW 5 серия 2.0 AT,2019,41 000 ,3600000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_41_000_km_3782617913
2 недели назад,BMW X6 3.0 AT,2011,152 000 ,1929000,внедорожник,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2011_152_000_km_3971668416
1 неделю назад,BMW 7 серия 3.0 AT,2023,10 624 ,16300000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2023_10_624_km_3941429092
1 неделю назад,BMW X7 4.4 AT,2023,4 800 ,16170000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_4_800_km_3245136934
1 неделю назад,BMW 5 серия 2.0 AT,2018,110 400 ,3640000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_110_400_km_3911331958
1 неделю назад,BMW 5 серия 3.0 AT,2013,176 496 ,2490000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2013_176_496_km_2907540637
2 недели назад,BMW X5 3.0 AT,2020,29 485 ,7150000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_29_485_km_3917923438
1 день назад,BMW 3 серия 2.0 AT,2013,290 000 ,1815000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2013_290_000_km_3849400081
5 дней назад,BMW X5 3.0 AT,2018,123 994 ,5195700,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2018_123_994_km_3767549486
5 дней назад,BMW 5 серия 3.0 AT,2021,92 609 ,8420000,седан,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_3.0_at_2021_92_609_km_3855747145
1 неделю назад,BMW 3 серия 3.0 AT,2019,49 162 ,3970500,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2019_49_162_km_3643727689
5 дней назад,BMW 7 серия 3.0 AT,2020,65 000 ,7000000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_65_000_km_3782306919
1 неделю назад,BMW X5 3.0 AT,2011,188 397 ,2399000,внедорожник,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x5_3.0_at_2011_188_397_km_3972294878
2 недели назад,BMW 5 серия 2.0 AT,2011,151 650 ,1800000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2011_151_650_km_3591342121
1 неделю назад,BMW X5 M 4.4 AT,2020,68 150 ,9500000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_m_4.4_at_2020_68_150_km_2757153577
2 недели назад,BMW i4 AT,2023,10 ,7938000,лифтбек,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_10_km_3373661096
3 недели назад,BMW X3 3.0 AT,2014,122 001 ,2799000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2014_122_001_km_3886386345
1 неделю назад,BMW 5 серия 2.0 AT,2016,160 082 ,2560000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2016_160_082_km_3994832026
2 недели назад,BMW 1 серия 2.0 AT,2021,47 000 ,2940000,хетчбэк,передний,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_2.0_at_2021_47_000_km_3857087027
1 день назад,BMW 3 серия GT 2.0 AT,2017,125 196 ,2699000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_125_196_km_3849482298
2 дня назад,BMW X3 2.5 AT,2007,174 527 ,995000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.5_at_2007_174_527_km_3943518183
18 часов назад,BMW 3 серия GT 2.0 AT,2017,120 401 ,2489000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_120_401_km_3900340469
5 дней назад,BMW 4 серия Gran Coupe 2.0 AT,2018,74 135 ,2797000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_74_135_km_4145686324
2 дня назад,BMW 1 серия 1.6 AT,2011,155 000 ,1049000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2011_155_000_km_3822883955
5 дней назад,BMW X5 3.0 AT,2023,50 ,13700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_50_km_3821035923
1 день назад,BMW X6 3.0 AT,2024,18 ,16900000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_18_km_4027141898
2 дня назад,BMW X4 2.0 AT,2023,0,9090000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2023_3552044765
6 дней назад,BMW X6 3.0 AT,2024,50 ,15500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_50_km_4137905668
1 неделю назад,BMW 3 серия 2.0 AT,2015,70 555 ,2670000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2015_70_555_km_3821070573
1 неделю назад,BMW X1 2.0 AT,2018,51 176 ,2700700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2018_51_176_km_3862614536
4 дня назад,BMW 3 серия 1.5 AT,2018,119 050 ,2027000,универсал,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2018_119_050_km_3887914301
6 дней назад,BMW X4 3.0 AT,2021,54 200 ,6499000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2021_54_200_km_3799138421
5 дней назад,BMW X5 3.0 AT,2023,98 ,15800000,внедорожник,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2023_98_km_3952213321
5 дней назад,BMW 3 серия 2.0 AT,2020,59 071 ,3900400,седан,задний,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_59_071_km_3644256220
5 дней назад,BMW 5 серия 2.0 AT,2019,41 000 ,3600000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_41_000_km_3782617913
2 недели назад,BMW X6 3.0 AT,2011,152 000 ,1929000,внедорожник,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2011_152_000_km_3971668416
1 неделю назад,BMW 7 серия 3.0 AT,2023,10 624 ,16300000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2023_10_624_km_3941429092
1 неделю назад,BMW X7 4.4 AT,2023,4 800 ,16170000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_4_800_km_3245136934
1 неделю назад,BMW 5 серия 2.0 AT,2018,110 400 ,3640000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_110_400_km_3911331958
1 неделю назад,BMW 5 серия 3.0 AT,2013,176 496 ,2490000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2013_176_496_km_2907540637
2 недели назад,BMW X5 3.0 AT,2020,29 485 ,7150000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_29_485_km_3917923438
1 неделю назад,BMW X6 3.0 AT,2020,70 000 ,7980000,внедорожник,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x6_3.0_at_2020_70_000_km_3857222744
1 день назад,BMW 3 серия 2.0 AT,2013,290 000 ,1815000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2013_290_000_km_3849400081
2 дня назад,BMW 5 серия 2.0 AT,2019,143 657 ,2945000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_143_657_km_3943250452
18 часов назад,BMW 3 серия 2.0 AT,2020,57 569 ,3319000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_57_569_km_3900076364
2 дня назад,BMW X5 3.0 AT,2019,114 666 ,6099000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_114_666_km_4177679107
4 дня назад,BMW X7 3.0 AT,2024,10 ,16600000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2024_10_km_3820925053
3 дня назад,BMW X5 3.0 AT,2012,131 000 ,1849000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2012_131_000_km_3823044876
23 часа назад,BMW 5 серия 2.0 AT,2008,193 868 ,1200000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2008_193_868_km_3930694989
2 дня назад,BMW X5 3.0 AT,2023,0,13580000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_3552527158
1 неделю назад,BMW X6 3.0 AT,2023,1 ,13600000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_1_km_4106073963
6 дней назад,BMW X6 3.0 AT,2016,217 723 ,3630000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_217_723_km_3820758805
6 дней назад,BMW X1 1.5 AMT,2021,45 806 ,3351000,внедорожник,передний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_1.5_amt_2021_45_806_km_3951622191
5 дней назад,BMW 2 серия Gran Coupe 1.5 AMT,2020,53 100 ,3150000,седан,передний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_2_seriya_gran_coupe_1.5_amt_2020_53_100_km_3798849439
1 неделю назад,BMW X3 2.0 AT,2021,69 100 ,5395700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_69_100_km_3894732511
5 дней назад,BMW X6 M 4.4 AT,2021,37 147 ,12970000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2021_37_147_km_3644575219
1 неделю назад,BMW 5 серия 2.0 AT,2019,109 402 ,3150000,седан,задний,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2019_109_402_km_3983895789
5 дней назад,BMW i4 AT,2023,1 500 ,7500000,лифтбек,задний,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_1_500_km_3718598198
5 дней назад,BMW 4 серия Gran Coupe 2.0 AT,2018,74 135 ,2797000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_74_135_km_4145686324
2 дня назад,BMW 1 серия 1.6 AT,2011,155 000 ,1049000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2011_155_000_km_3822883955
